市区,小区,户型,朝向,楼层,装修情况,电梯,面积(㎡),价格(万元),年份
海淀,颐慧佳园,2室1厅,南北,9,简装,有电梯,120,1180,2005
海淀,玉海园二里,3室2厅,西北,11,简装,有电梯,124,815,2001
海淀,育新花园,2室1厅,东南,20,精装,有电梯,83,625,1999
海淀,永泰园,3室2厅,南,31,简装,有电梯,159,880,2002
海淀,水木天成,2室1厅,南,28,简装,无电梯,69,455,2005
海淀,文成杰座,1室1厅,北,20,精装,有电梯,58,450,2006
海淀,清林苑,3室2厅,南北,7,精装,有电梯,187,1690,2001
海淀,时代之光名苑,1室1厅,北,16,简装,有电梯,64,535,2002
海淀,太阳园,2室1厅,东南,22,其他,无电梯,102,1020,2001
海淀,建西苑北里,2室1厅,南北,6,简装,无电梯,84,550,2004
海淀,复兴路79号院,1室1厅,南,18,精装,有电梯,43,340,1988
海淀,颐源居二期,4室2厅,南西,28,简装,有电梯,184,1750,2001
海淀,金庄1号院,2室1厅,南北,6,简装,无电梯,77,670,1996
海淀,太月园,2室1厅,东南,26,精装,有电梯,83,790,1999
海淀,梅园甲,2室1厅,东西,6,精装,无电梯,91,551,2000
海淀,阳春光华家园,3室2厅,东南,16,简装,有电梯,143,1550,2000
海淀,城华园,1室1厅,北,27,简装,有电梯,68,450,2002
海淀,育新嘉园,2室1厅,北,14,简装,有电梯,114,525,2002
海淀,涧桥泊屋,2室1厅,西北,14,精装,有电梯,114,1450,2002
海淀,建设部大院,2室1厅,南北,6,简装,无电梯,59,570,1991
海淀,东南小区,2室1厅,南,12,精装,有电梯,61,710,1984
海淀,稻香园,1室1厅,南,20,简装,无电梯,63,620,1992
海淀,阳春光华家园,3室1厅,东北,16,毛坯,无电梯,125,1150,2000
海淀,增光路36号院,3室1厅,东南,14,精装,无电梯,83,716,1999
海淀,皂君东里,2室1厅,南北,6,其他,无电梯,53,485,1986
海淀,中关村东路,3室1厅,南北,6,精装,无电梯,68,670,1988
海淀,远大园五区,3室1厅,南北,12,其他,无电梯,179,1680,2002
海淀,农科院,3室1厅,东南,18,其他,有电梯,85,956,1999
海淀,建西苑北里,2室1厅,南北,14,简装,有电梯,93,580,2007
海淀,双榆树东里,2室1厅,东,12,简装,无电梯,63,560,1996
海淀,上地东里,3室2厅,南北,6,精装,无电梯,108,1170,1996
海淀,建材城西二里,2室1厅,南北,6,毛坯,无电梯,63,360,1998
海淀,永泰东里,2室1厅,南北,6,简装,无电梯,68,450,2000
海淀,国兴家园,3室1厅,西,24,毛坯,有电梯,154,1350,2000
海淀,翠微路2号院,2室1厅,南北,6,简装,无电梯,60,540,1983
海淀,韦伯豪家园,2室1厅,南北,16,简装,无电梯,105,980,2001
海淀,万泉新新家园,3室2厅,南北,6,其他,有电梯,166,2300,2002
海淀,北坞嘉园北里,2室2厅,南北,6,精装,有电梯,92,790,2010
海淀,华盛家园,2室1厅,东北,24,简装,有电梯,103,760,2001
海淀,郦城二区,3室2厅,东南,12,精装,无电梯,134,1260,2003
海淀,橡树湾,3室2厅,南北,26,精装,有电梯,162,1530,2014
海淀,世华龙樾,3室2厅,南北,18,简装,有电梯,146,1380,2014
海淀,金夕园,2室1厅,东南,17,简装,有电梯,90,800,2003
海淀,蓟门北里,2室1厅,南北,6,毛坯,无电梯,54,460,1982
海淀,索家坟,2室1厅,南北,6,精装,无电梯,51,445,1986
海淀,西山美墅馆F区,叠拼别墅,南北,4,简装,无电梯,203.73,2200,2004
海淀,黄庄小区,3室1厅,东西,10,其他,有电梯,79,930,1980
海淀,逸成东苑,2室1厅,东南,17,简装,有电梯,75,600,2003
海淀,中国房子,2室1厅,南北,9,其他,有电梯,112,810,2004
海淀,育新花园,3室0厅,南,22,简装,无电梯,74,598,1996
海淀,东王庄,2室1厅,南北,6,精装,无电梯,66,610,1996
海淀,太月园,3室1厅,西北,18,其他,有电梯,138,1080,1999
海淀,华澳中心,3室2厅,西南,21,精装,无电梯,201,1400,1997
海淀,金尚嘉园,2室2厅,东西,18,精装,有电梯,107,1055,2007
海淀,太月园,2室1厅,南西,26,其他,有电梯,89,750,1999
海淀,橡树湾,2室1厅,东南,25,精装,有电梯,99,860,2011
海淀,海淀南路30号院,2室1厅,南,7,精装,无电梯,65,640,1994
海淀,普惠南里,2室1厅,南,16,精装,有电梯,59,540,1985
海淀,小营干休所,3室1厅,西北,18,精装,有电梯,84,498,1999
海淀,万科西山庭院,3室2厅,南北,5,简装,无电梯,168,1600,2005
海淀,远大园二区,2室2厅,西南,17,简装,有电梯,103,960,2001
海淀,智学苑,2室1厅,南北,6,简装,无电梯,63,440,1999
海淀,兰德华庭,3室2厅,西南,12,精装,有电梯,101,778,2006
海淀,红联北村,2室1厅,东西,14,精装,有电梯,60,520,1992
海淀,紫御府,4室2厅,南北,12,精装,有电梯,374,4368,2008
海淀,上地东里,2室1厅,南北,6,简装,无电梯,60,770,1993
海淀,阳春光华家园,3室2厅,东南,16,简装,有电梯,143,1550,2000
海淀,魏公村8号院,3室1厅,东西,14,其他,有电梯,95,860,1997
海淀,甘家口小区,3室1厅,南北,6,精装,无电梯,69,595,1984
海淀,满庭芳园,3室2厅,西南,24,精装,有电梯,153,1200,1999
海淀,康桥水郡,2室1厅,东西,16,精装,有电梯,117,1588,2003
海淀,京泉馨苑,2室1厅,南北,5,精装,无电梯,93,607,2005
海淀,西山华府,2室2厅,南北,6,精装,有电梯,120,1259,2009
海淀,春荫园,2室2厅,南北,12,简装,无电梯,127,1300,2004
海淀,北蜂窝路5号院,3室1厅,西南,16,精装,有电梯,118,1330,2009
海淀,豪柏国际公寓,4室2厅,南北,14,简装,有电梯,257,1710,2002
海淀,景和园,3室1厅,南北,6,简装,无电梯,94,750,2011
海淀,苏州街77号院,2室1厅,南北,6,精装,无电梯,57,528,1987
海淀,蜂鸟家园,2室1厅,西南,16,精装,无电梯,80,1180,2004
海淀,翠微路25号院,2室1厅,东,4,简装,无电梯,55,495,1993
海淀,三里河路5号院,3室1厅,东南,4,精装,无电梯,88,795,1955
海淀,锋尚国际,3室1厅,东南,18,简装,无电梯,139,2068,2003
海淀,紫竹院南路20号院,2室1厅,东西,6,简装,无电梯,67,546,1985
海淀,学院南路32号院,2室1厅,南,4,简装,无电梯,68,480,1959
海淀,西三环北路82号院,3室1厅,西北,16,简装,有电梯,75,730,1985
海淀,小南庄社区,2室2厅,南北,12,简装,有电梯,93,840,1995
海淀,罗庄西里,2室1厅,东南,18,毛坯,无电梯,81,620,1998
海淀,清华园铁路宿舍,2室1厅,西北,6,其他,无电梯,55,600,1982
海淀,五月华庭,1室1厅,东,12,精装,有电梯,42,335,2004
海淀,铁医新楼,2室1厅,南北,6,简装,无电梯,50,350,1974
海淀,郦城三区,2室2厅,南,12,精装,无电梯,98,986,2005
海淀,大苑海淀名著,3室2厅,南北,12,精装,有电梯,130,1230,2014
海淀,知春里,1室1厅,南,6,简装,无电梯,40,460,1988
海淀,新起点嘉园,2室2厅,西南,20,简装,无电梯,124,1300,2003
海淀,垂虹园,2室1厅,西南,18,简装,有电梯,113,1190,2004
海淀,逸成东苑,2室1厅,东南,17,简装,有电梯,75,600,2003
海淀,中国房子,2室1厅,南北,9,其他,有电梯,112,810,2004
海淀,育新花园,3室0厅,南,22,简装,无电梯,74,598,1996
海淀,黄庄小区,3室1厅,东西,10,其他,有电梯,79,930,1980
海淀,东王庄,2室1厅,南北,6,精装,无电梯,66,610,1996
海淀,金尚嘉园,2室2厅,东西,18,精装,有电梯,107,1055,2007
海淀,太月园,3室1厅,西北,18,其他,有电梯,138,1080,1999
海淀,华澳中心,3室2厅,西南,21,精装,无电梯,201,1400,1997
海淀,太月园,2室1厅,南西,26,其他,有电梯,89,750,1999
海淀,橡树湾,2室1厅,东南,25,精装,有电梯,99,860,2011
海淀,西屋国际,3室2厅,西南,22,精装,有电梯,178,1250,2004
海淀,景王坟,1室1厅,东南,18,精装,无电梯,54,460,1990
海淀,郦城三区,1室1厅,南,12,精装,有电梯,76,760,2005
海淀,双榆树北里,3室1厅,南北,6,简装,无电梯,72,760,1985
海淀,红联北村,2室1厅,东西,14,简装,有电梯,64,535,1993
海淀,中关村,1室1厅,东南,6,其他,无电梯,62,620,1995
海淀,知春嘉园,2室1厅,西南,19,简装,有电梯,81,720,1998
海淀,首体家属院,2室1厅,南北,6,精装,无电梯,65,630,1983
海淀,海云轩,1室1厅,东南,22,精装,有电梯,93,690,2003
海淀,汇新家园,2室1厅,南,16,精装,有电梯,109,1200,2004
海淀,小南庄社区,1室1厅,南,6,简装,无电梯,42,470,1991
海淀,城华园,1室0厅,南,27,精装,有电梯,48,370,2002
海淀,观景园,2室1厅,东南,6,精装,无电梯,85,635,2008
海淀,清华园铁路宿舍,2室1厅,东北,6,精装,无电梯,55,600,1982
海淀,学院南路72号院,3室1厅,西北,16,其他,有电梯,71,680,1992
海淀,青云北区,3室1厅,南北,6,其他,无电梯,55,580,1990
海淀,强佑清河新城,1室1厅,东北,27,其他,无电梯,56,395,2009
海淀,翠微南里,2室1厅,南北,6,精装,无电梯,56,559,1990
海淀,农科院,2室1厅,南北,5,精装,无电梯,57,675,1990
海淀,景和园,2室1厅,南北,6,精装,无电梯,74,590,2011
海淀,知春路56号院,2室1厅,西,12,其他,有电梯,51,468,2001
海淀,双榆树南里二区,2室1厅,东,24,精装,无电梯,50,475,1992
海淀,文慧北园,1室1厅,南,6,简装,无电梯,36,345,1985
海淀,城华园,2室1厅,西北,16,简装,有电梯,87,615,1997
海淀,世纪金源国际公寓,1室1厅,西,13,精装,有电梯,119,800,2002
海淀,五机床厂宿舍,3室1厅,南北,5,精装,无电梯,83,435,1974
海淀,索家坟20号院,3室1厅,南北,6,精装,无电梯,76,695,1985
海淀,文成杰座,2室2厅,东西,20,精装,有电梯,125,950,2006
海淀,豪柏国际公寓,4室2厅,南北,14,简装,有电梯,257,1710,2002
海淀,望河园,1室1厅,西南,17,精装,有电梯,65,530,2002
海淀,半导体宿舍,2室1厅,南,5,其他,无电梯,50,478,1995
海淀,远大园二区,2室1厅,西南,17,精装,无电梯,125,1150,2002
海淀,橡树湾,2室2厅,西南,20,精装,无电梯,99,855,2011
海淀,中国房子,1室1厅,南,9,精装,有电梯,71,560,2004
海淀,满庭芳园,2室1厅,西北,24,精装,有电梯,91,820,1999
海淀,永泰园,3室1厅,南北,6,精装,无电梯,84,650,2002
海淀,太阳园,3室2厅,西北,26,精装,有电梯,131,1320,2001
海淀,学知园,3室2厅,东南,19,简装,有电梯,107,850,1998
海淀,皂君东里,3室1厅,南北,6,精装,无电梯,72,667,1994
海淀,学院路14号院,2室1厅,东西,6,简装,无电梯,70,610,1996
海淀,富力桃园B区,1室1厅,南北,11,精装,有电梯,69,475,2007
海淀,锦秋知春,1室1厅,西,26,精装,无电梯,92,850,2003
海淀,复兴路30号院,2室1厅,东北,16,简装,有电梯,52,497,1985
海淀,天兆家园,1室1厅,东北,22,精装,有电梯,61,680,2003
海淀,学院路14号院,2室1厅,南北,6,简装,无电梯,64,583,1987
海淀,碧森里,1室1厅,南,9,简装,有电梯,41,350,2004
海淀,诚品建筑,2室1厅,南,15,精装,有电梯,122,1200,2003
海淀,六建,3室1厅,南北,14,简装,有电梯,78,670,1988
海淀,展春园,1室1厅,南,6,简装,无电梯,41,370,1984
海淀,郦城三区,1室1厅,南,12,精装,有电梯,76,760,2005
海淀,大河庄苑,2室1厅,东南,16,精装,有电梯,118,1200,2005
海淀,西屋国际,3室2厅,西南,22,精装,有电梯,178,1250,2004
海淀,品阁公寓,2室1厅,东北,11,其他,有电梯,105,850,2004
海淀,北太平路16号院,1室1厅,南,6,简装,无电梯,42,470,1986
海淀,电信小区,3室1厅,南北,6,简装,无电梯,67,538,1980
海淀,太平路40号院,2室1厅,南北,5,简装,无电梯,56,550,1985
海淀,玉阜嘉园,2室2厅,东北,12,精装,有电梯,113,780,2002
海淀,机械研究院西区,2室1厅,东南,5,简装,无电梯,67,620,1985
海淀,曙光花园,2室2厅,西南,17,精装,无电梯,112,870,1999
海淀,五矿万科如园,4室2厅,南北,10,精装,无电梯,287,2500,2013
海淀,文慧园,1室1厅,南,20,精装,无电梯,49,445,2001
海淀,豪柏大厦,1室1厅,北,18,简装,有电梯,85,450,2005
海淀,龙湖唐宁one,4室2厅,西北,28,精装,有电梯,186,2380,2011
海淀,满庭芳园,3室2厅,西,24,简装,无电梯,132,1160,1999
海淀,圆明园东里,2室2厅,南,6,简装,无电梯,73,700,1993
海淀,东王庄,2室1厅,南北,6,简装,无电梯,62,500,1999
海淀,玉阜嘉园,2室1厅,东北,12,精装,无电梯,92,660,2003
海淀,万寿路12号院,2室1厅,南北,6,简装,无电梯,63,620,1995
海淀,蓟门东里,2室1厅,西南,16,简装,无电梯,65,550,1987
海淀,皂君庙乙2号院,3室1厅,东南,6,简装,无电梯,75,660,1988
海淀,志新村,2室1厅,南北,6,精装,无电梯,59,500,1989
海淀,竹园,2室1厅,南北,6,简装,无电梯,63,480,1994
海淀,兰园,3室2厅,东南,6,简装,无电梯,103,618,1997
海淀,石油大院,2室1厅,东西,6,简装,无电梯,62,560,1992
海淀,双榆树北路,3室1厅,南北,6,简装,无电梯,115,1250,1996
海淀,玉泉路16号院,2室1厅,东西,5,简装,无电梯,64,383,1984
海淀,海赋国际,2室1厅,西,14,简装,有电梯,60,630,2006
海淀,富力桃园A区,2室1厅,西南,20,精装,有电梯,89,560,2008
海淀,芙蓉里,1室1厅,东,15,简装,有电梯,43,400,1988
海淀,锦秋知春,2室1厅,东北,26,精装,有电梯,117,1205,2002
海淀,时雨园,3室2厅,西南,19,精装,有电梯,163,1650,2005
海淀,科技大学,2室1厅,南北,5,简装,无电梯,53,450,1981
海淀,德胜门西大街甲5号,2室1厅,南,16,简装,有电梯,62,550,1986
海淀,望河园,1室1厅,西南,17,精装,有电梯,65,530,2002
海淀,双榆树东里,2室1厅,西北,16,精装,有电梯,65,599,1985
海淀,半导体宿舍,2室1厅,南,5,其他,无电梯,50,478,1995
海淀,阜北小区,3室1厅,南北,5,简装,无电梯,71,580,1966
海淀,时代之光名苑,1室1厅,西北,16,精装,无电梯,64,470,2001
海淀,橙色年代,1室1厅,东北,6,简装,无电梯,52,400,2004
海淀,北辰香麓,4室2厅,南北,5,简装,有电梯,235,1129,2009
海淀,西山壹号院,3室2厅,南北,6,精装,有电梯,278,3150,2011
海淀,上地东里,4室2厅,南北,5,其他,无电梯,184,1500,1996
海淀,西钓鱼台庄园,4室2厅,南北,6,简装,无电梯,217,2060,1997
海淀,铁建大院,3室2厅,南北,12,精装,有电梯,153,1380,1998
海淀,翠微南里,2室1厅,南北,6,简装,无电梯,54,515,1989
海淀,西山华府,4室2厅,南北,8,精装,有电梯,219,2080,2008
海淀,绿谷雅园,6室2厅,南北,5,其他,无电梯,253,1266,2004
海淀,安宁里南区,1室1厅,南北,7,简装,无电梯,55,368,2000
海淀,翠微路2号院,3室2厅,南北,6,简装,无电梯,96,900,1996
海淀,农科院,1室1厅,南,5,简装,无电梯,41,436,1992
海淀,百旺茉莉园,3室2厅,南北,5,精装,无电梯,137,1420,2005
海淀,水木天成,2室1厅,西,26,精装,有电梯,101,630,2005
海淀,乔建里,1室1厅,南,6,简装,无电梯,45,340,1989
海淀,海淀九号,1室1厅,东,35,精装,无电梯,66,495,2012
海淀,志新村,2室1厅,西南,18,精装,无电梯,73,588,1992
海淀,北分厂,3室2厅,南北,6,精装,无电梯,84,480,1995
海淀,鑫雅苑,3室1厅,西南,20,精装,有电梯,156,1370,2000
海淀,人济山庄,2室1厅,西,26,精装,无电梯,82,960,2003
海淀,今典花园,2室2厅,西南,25,精装,无电梯,90,898,2002
海淀,兰园,2室1厅,南北,6,简装,无电梯,65,460,1998
海淀,车道沟南里,2室1厅,南,17,精装,有电梯,75,637,1985
海淀,德胜门西大街甲5号,2室1厅,东南,12,精装,有电梯,78,720,1998
海淀,恒盛欧洲公馆,3室2厅,南北,12,精装,有电梯,177,1700,2011
海淀,五矿万科如园,4室2厅,南北,10,精装,有电梯,275,2900,2013
海淀,五矿万科如园,4室2厅,南北,10,精装,无电梯,287,2500,2013
海淀,德胜门西大街甲5号,1室1厅,南北,6,精装,无电梯,42,410,1983
海淀,太阳园,1室1厅,东,27,简装,有电梯,59,650,2001
海淀,清缘里中区,2室1厅,东南,13,精装,无电梯,82,495,2003
海淀,碧水云天,3室2厅,南,14,精装,有电梯,146,2280,2004
海淀,卫生部小区,2室1厅,东南,6,精装,无电梯,59,592,1986
海淀,城华园,2室1厅,东西,6,其他,无电梯,78,600,1998
海淀,满庭芳园,5室3厅,西南,24,简装,无电梯,222,1450,1999
海淀,甘家口小区,2室1厅,南北,6,简装,无电梯,61,545,1982
海淀,梅园甲,2室1厅,东西,6,精装,无电梯,91,618,2000
海淀,八宝庄,2室1厅,南北,6,简装,无电梯,55,410,1990
海淀,宝盛里,2室1厅,南北,6,简装,无电梯,92,605,2000
海淀,宝盛里,2室1厅,南北,6,精装,无电梯,77,450,1996
海淀,蓟门北里,2室1厅,南北,7,简装,无电梯,49,400,1993
海淀,涧桥泊屋,3室1厅,南北,14,精装,有电梯,162,2200,2002
海淀,金夕园,3室2厅,西北,17,精装,有电梯,128,1180,2003
海淀,绿波漫板,2室2厅,南北,7,其他,无电梯,119,1265,2003
海淀,车道沟东里,2室1厅,南,16,精装,有电梯,59,520,1986
海淀,翠微路4号,2室1厅,东西,6,简装,无电梯,58,510,1989
海淀,宏嘉丽园,3室1厅,东西,10,简装,有电梯,144,1500,2002
海淀,花园路3号院,3室1厅,西北,24,精装,有电梯,70,620,1990
海淀,万地名苑,3室1厅,东北,13,其他,无电梯,144,767,2001
海淀,人济山庄,4室1厅,东北,26,精装,有电梯,193,2558,2002
海淀,动物园宿舍,2室1厅,南北,6,其他,无电梯,53,458,1988
海淀,吴家村路10号院,2室1厅,南北,6,精装,无电梯,87,595,1995
海淀,万泉庄小区,2室1厅,南北,6,其他,无电梯,62,625,1991
海淀,中海雅园,2室1厅,东南,19,其他,有电梯,106,1080,2000
海淀,紫金庄园,2室1厅,西,22,精装,有电梯,92,730,1998
海淀,曙光花园,3室1厅,南北,17,精装,有电梯,128,1060,2000
海淀,东王庄,1室1厅,东南,16,简装,有电梯,41,369,1994
海淀,蜂鸟家园,1室1厅,北,16,简装,无电梯,47,643,2004
海淀,东王庄,1室1厅,西,6,精装,无电梯,49,378,1993
海淀,西山壹号院,4室3厅,南北,6,精装,无电梯,435,3500,2013
海淀,小南庄社区,2室2厅,南北,6,精装,无电梯,102,1020,1993
海淀,复兴路79号院,3室1厅,南北,6,简装,无电梯,101,760,1986
海淀,海赋国际,4室1厅,南北,14,精装,无电梯,196,1900,2006
海淀,枫丹丽舍,2室2厅,南北,5,精装,无电梯,107,750,2000
海淀,天秀花园安和园,2室2厅,南北,6,精装,无电梯,78,685,2000
海淀,远大园六区,3室1厅,南北,6,精装,无电梯,95,1020,2000
海淀,吴家村路10号院,3室1厅,东北,24,简装,有电梯,103,620,1997
海淀,怡清园,3室1厅,南北,6,精装,无电梯,115,630,2003
海淀,海淀路小区,3室1厅,南北,6,其他,无电梯,70,650,1980
海淀,嘉德公寓,2室1厅,西北,15,精装,有电梯,112,720,1999
海淀,望河园,4室2厅,南北,17,精装,有电梯,142,1060,2002
海淀,知春路56号院,2室1厅,西北,6,简装,无电梯,57,520,1990
海淀,东馨园,2室1厅,南北,6,精装,无电梯,68,445,1998
海淀,城华园,1室1厅,南,27,精装,有电梯,64,500,2002
海淀,沁春家园,3室1厅,西南,21,精装,有电梯,118,680,2005
海淀,中关村北一条,2室1厅,南北,6,简装,无电梯,62,756,1981
海淀,上地南路6号院,2室2厅,东西,7,简装,无电梯,98,830,1998
海淀,上庄家园西区,3室1厅,南北,6,简装,无电梯,61,330,1984
海淀,北三环中路43号院,3室1厅,南北,6,其他,无电梯,85,652,1992
海淀,万芳苑,2室1厅,南北,14,精装,有电梯,96,1096,2003
海淀,郦城三区,3室2厅,南北,11,精装,有电梯,121,1290,2004
海淀,海淀路小区,2室1厅,南,6,毛坯,无电梯,47,398,1980
海淀,碧水云天,3室2厅,南,14,精装,有电梯,146,2280,2004
